relevant_percent_user_gets_retweeted,irrelevant_total,followers_percentile,created_at,screen_name,relevant_percent_original_tweets,irrelevant_percent_user_retweets,friends_count,relevant_total,irrelevant_percent_user_gets_retweeted,friends_percentile,irrelevant_percent_original_tweets,statuses_count,relevant_percent_user_retweets,followers_count,statuses_percentile
n/a,n/a,0.991403563613629,2009-02-23 18:08:56,Evanchill,n/a,n/a,147,n/a,n/a,0.991403563613629,n/a,2000,n/a,12601,0.991403563613629
n/a,n/a,0.991403563613629,2009-02-23 18:08:56,Evanchill,n/a,n/a,147,n/a,n/a,0.991403563613629,n/a,2000,n/a,12601,0.991403563613629
n/a,n/a,0.992106908408878,2010-10-12 13:20:38,Dima_Khatib,n/a,n/a,535,n/a,n/a,0.992106908408878,n/a,12998,n/a,14366,0.992106908408878
n/a,n/a,0.811399395644472,2009-05-27 10:04:32,ajimran,n/a,n/a,82,n/a,n/a,0.811425445451704,n/a,271,n/a,647,0.811425445451704
n/a,n/a,0.993591747421069,2009-03-10 13:00:00,AymanM,n/a,n/a,118,n/a,n/a,0.993591747421069,n/a,2316,n/a,18694,0.993591747421069
n/a,n/a,0.993956444722309,2009-11-25 15:35:26,nolanjazeera,n/a,n/a,164,n/a,n/a,0.993956444722309,n/a,1182,n/a,19967,0.993956444722309
n/a,n/a,0.89900489736376,2009-05-25 08:15:27,Marwa_Alasar,n/a,n/a,53,n/a,n/a,0.89900489736376,n/a,120,n/a,1250,0.89900489736376
n/a,n/a,0.970146920912785,2010-10-21 20:39:10,RawyaRageh,n/a,n/a,59,n/a,n/a,0.970146920912785,n/a,336,n/a,3544,0.970146920912785
n/a,n/a,0.989762425758049,2009-03-16 09:31:14,SherineT,n/a,n/a,169,n/a,n/a,0.989762425758049,n/a,1190,n/a,10049,0.989762425758049
n/a,n/a,0.940215692403876,2010-08-26 18:29:19,adamakary,n/a,n/a,41,n/a,n/a,0.940215692403876,n/a,542,n/a,1969,0.940215692403876
n/a,n/a,0.980123997082422,2008-04-09 22:23:15,glcarlstrom,n/a,n/a,407,n/a,n/a,0.980123997082422,n/a,9881,n/a,5209,0.980123997082422
