relevant_percent_user_gets_retweeted,irrelevant_total,followers_percentile,relevant_user_gets_retweeted,created_at,screen_name,relevant_percent_original_tweets,irrelevant_percent_user_retweets,relevant_user_retweets,friends_count,irrelevant_percent_user_gets_retweeted,relevant_total,friends_percentile,irrelevant_percent_original_tweets,irrelevant_user_gets_retweeted,statuses_count,relevant_percent_user_retweets,irrelevant_user_retweets,followers_count,statuses_percentile
1.0,20,0.991403563613629,1,2009-02-23 18:08:56,Evanchill,1.0,0.0,0,147,0.45,1,0.991403563613629,1.0,9,2000,0.0,0,12601,0.991403563613629
1.0,20,0.991403563613629,1,2009-02-23 18:08:56,Evanchill,1.0,0.0,0,147,0.45,1,0.991403563613629,1.0,9,2000,0.0,0,12601,0.991403563613629
n/a,n/a,0.992106908408878,"",2010-10-12 13:20:38,Dima_Khatib,n/a,n/a,"",535,n/a,n/a,0.992106908408878,n/a,"",12998,n/a,"",14366,0.992106908408878
n/a,2,0.811399395644472,"",2009-05-27 10:04:32,ajimran,n/a,0.0,"",82,0.0,n/a,0.811425445451704,1.0,0,271,n/a,0,647,0.811425445451704
1.0,15,0.993591747421069,2,2009-03-10 13:00:00,AymanM,1.0,0.0,0,118,0.466666666666667,2,0.993591747421069,1.0,7,2316,0.0,0,18694,0.993591747421069
n/a,6,0.993956444722309,"",2009-11-25 15:35:26,nolanjazeera,n/a,0.0,"",164,0.166666666666667,n/a,0.993956444722309,1.0,1,1182,n/a,0,19967,0.993956444722309
n/a,n/a,0.89900489736376,"",2009-05-25 08:15:27,Marwa_Alasar,n/a,n/a,"",53,n/a,n/a,0.89900489736376,n/a,"",120,n/a,"",1250,0.89900489736376
n/a,9,0.970146920912785,"",2010-10-21 20:39:10,RawyaRageh,n/a,0.0,"",59,0.444444444444444,n/a,0.970146920912785,1.0,4,336,n/a,0,3544,0.970146920912785
1.0,17,0.989762425758049,3,2009-03-16 09:31:14,SherineT,1.0,0.0,0,169,0.941176470588235,3,0.989762425758049,1.0,16,1190,0.0,0,10049,0.989762425758049
0.5,5,0.940215692403876,1,2010-08-26 18:29:19,adamakary,1.0,0.0,0,41,0.8,2,0.940215692403876,1.0,4,542,0.0,0,1969,0.940215692403876
n/a,8,0.980123997082422,"",2008-04-09 22:23:15,glcarlstrom,n/a,0.0,"",407,0.75,n/a,0.980123997082422,1.0,6,9881,n/a,0,5209,0.980123997082422
n/a,84,0.975669480045848,"",2009-01-23 19:33:31,AlanFisher,n/a,0.0,"",242,0.630952380952381,n/a,0.975669480045848,1.0,53,11661,n/a,0,4357,0.975669480045848
n/a,33,0.934041888090028,"",2007-05-03 13:45:19,abdu,n/a,0.0,"",618,0.666666666666667,n/a,0.934041888090028,1.0,22,4305,n/a,0,1811,0.934041888090028
n/a,n/a,n/a,"",n/a,abdullahmussa,n/a,n/a,"",n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,5,0.987600291757841,"",2009-10-26 05:08:15,IvanCNN,n/a,0.0,"",23,0.4,n/a,0.987600291757841,1.0,2,1101,n/a,0,8374,0.987600291757841
n/a,4,0.995232885276649,"",2009-10-19 12:42:46,BenCNN,n/a,0.0,"",226,1.0,n/a,0.995232885276649,1.0,4,1946,n/a,0,25922,0.995232885276649
n/a,n/a,0.972725851828696,"",2008-11-11 23:14:48,arwadamonCNN,n/a,n/a,"",230,n/a,n/a,0.972725851828696,n/a,"",1425,n/a,"",3852,0.972725851828696
n/a,n/a,0.999426904240909,"",2008-06-24 22:37:59,AndersonCooper,n/a,n/a,"",56,n/a,n/a,0.999426904240909,n/a,"",10091,n/a,"",903832,0.999426904240909
n/a,1,0.992862352818589,"",2009-03-19 16:41:46,HalaGorani,n/a,0.0,"",394,1.0,n/a,0.992862352818589,1.0,1,2228,n/a,0,16589,0.992862352818589
n/a,n/a,0.96165468375534,"",2009-03-10 08:56:34,fpleitgenCNN,n/a,n/a,"",61,n/a,n/a,0.96165468375534,n/a,"",1598,n/a,"",2855,0.96165468375534
n/a,n/a,n/a,"",n/a,SaadAbedine,n/a,n/a,"",n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,n/a,0.989319579035115,"",2009-03-16 23:41:59,NicRobertsonCNN,n/a,n/a,"",44,n/a,n/a,0.989319579035115,n/a,"",489,n/a,"",9779,0.989319579035115
n/a,n/a,0.885641346254038,"",2009-03-06 19:12:45,MAFox,n/a,n/a,"",69,n/a,n/a,0.885641346254038,n/a,"",56,n/a,"",1110,0.885641346254038
n/a,n/a,0.986922996769824,"",2009-05-15 07:49:52,ianinegypt,n/a,n/a,"",100,n/a,n/a,0.986922996769824,n/a,"",1207,n/a,"",7831,0.986922996769824
n/a,n/a,0.843075961237887,"",2008-12-05 00:00:50,neilhallsworth,n/a,n/a,"",20,n/a,n/a,0.843075961237887,n/a,"",114,n/a,"",799,0.843075961237887
n/a,14,0.995024486818798,"",2008-09-06 16:00:37,edhenryCNN,n/a,0.0,"",2297,0.571428571428571,n/a,0.995024486818798,1.0,8,7131,n/a,0,24887,0.995024486818798
n/a,1,0.940892987391893,"",2009-03-08 14:21:19,JamjoomCNN,n/a,0.0,"",611,1.0,n/a,0.940892987391893,1.0,1,421,n/a,0,1983,0.940892987391893
n/a,7,0.981296238407836,"",2007-03-16 15:38:22,etanowitz,n/a,0.0,"",2601,0.428571428571429,n/a,0.981296238407836,1.0,3,11177,n/a,0,5579,0.981296238407836
n/a,38,0.998853808481817,"",2010-11-16 09:37:44,piersmorgan,n/a,0.0,"",320,0.894736842105263,n/a,0.998853808481817,1.0,34,3251,n/a,0,276568,0.998853808481817
n/a,3,0.95159945816401,"",2009-01-14 21:25:44,eliselabottCNN,n/a,0.0,"",193,1.0,n/a,0.95159945816401,1.0,3,1006,n/a,0,2329,0.95159945816401
n/a,n/a,0.992367406481192,"",2009-06-05 16:49:34,natlsecurityCNN,n/a,n/a,"",1373,n/a,n/a,0.992367406481192,n/a,"",2580,n/a,"",15090,0.992367406481192
n/a,n/a,0.958554756694801,"",2008-12-16 10:28:35,CNNjill,n/a,n/a,"",39,n/a,n/a,0.958554756694801,n/a,"",1001,n/a,"",2657,0.958554756694801
n/a,n/a,n/a,"",n/a,barbarastarrCNN,n/a,n/a,"",n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,n/a,0.995389184120038,"",2009-04-09 19:03:26,johnkingCNN,n/a,n/a,"",363,n/a,n/a,0.995389184120038,n/a,"",1354,n/a,"",27652,0.995389184120038
n/a,n/a,0.928701677607586,"",2009-04-25 07:08:32,asiehCNN,n/a,n/a,"",474,n/a,n/a,0.928701677607586,n/a,"",1861,n/a,"",1675,0.928701677607586
n/a,1,0.993539647806606,"",2009-03-03 04:56:18,klustout,n/a,0.0,"",1086,1.0,n/a,0.993539647806606,1.0,1,4109,n/a,0,18247,0.993539647806606
n/a,1,0.99781181619256,"",2008-04-25 17:23:28,jaketapper,n/a,0.0,"",860,1.0,n/a,0.99781181619256,1.0,1,26609,n/a,0,88702,0.99781181619256
n/a,n/a,0.985854954673335,"",2009-07-12 23:31:43,DavidMuirABC,n/a,n/a,"",296,n/a,n/a,0.985854954673335,n/a,"",813,n/a,"",7275,0.985854954673335
n/a,5,0.997863915807023,"",2009-08-27 02:56:01,camanpour,n/a,0.0,"",26,1.0,n/a,0.997863915807023,1.0,5,1301,n/a,0,94194,0.997863915807023
n/a,16,0.989996874023132,"",2009-04-20 13:44:11,BillWeirABC,n/a,0.0,"",224,0.5625,n/a,0.989996874023132,1.0,9,847,n/a,0,10325,0.989996874023132
n/a,n/a,0.993904345107846,"",2009-02-21 12:58:45,LaraABCNews,n/a,n/a,"",1030,n/a,n/a,0.993904345107846,n/a,"",2650,n/a,"",19809,0.993904345107846
n/a,1,0.995206835469418,"",2009-10-29 19:21:20,ABCWorldNews,n/a,0.0,"",136,1.0,n/a,0.995206835469418,1.0,1,6420,n/a,0,25882,0.995206835469418
n/a,n/a,0.875481921433781,"",2009-08-04 15:44:03,KiritRadia_ABC,n/a,n/a,"",229,n/a,n/a,0.875481921433781,n/a,"",395,n/a,"",1021,0.875481921433781
n/a,1,0.982572678962176,"",2009-01-16 21:26:41,michaelluo,n/a,0.0,"",798,0.0,n/a,0.982572678962176,1.0,0,2671,n/a,0,5909,0.982572678962176
n/a,n/a,0.920079191413984,"",2009-03-31 19:10:28,MarquardtA,n/a,n/a,"",366,n/a,n/a,0.920079191413984,n/a,"",229,n/a,"",1521,0.920079191413984
n/a,6,0.988043138480775,"",2010-01-25 17:34:39,bbclysedoucet,n/a,0.0,"",253,0.833333333333333,n/a,0.988043138480775,1.0,5,1569,n/a,0,8653,0.988043138480775
n/a,37,0.996821923517766,"",2008-04-24 18:41:42,brianstelter,n/a,0.0,"",1570,0.432432432432432,n/a,0.996821923517766,1.0,16,14705,n/a,0,41984,0.996821923517766
n/a,n/a,0.994242992601855,"",2009-06-15 20:40:51,richardengelNBC,n/a,n/a,"",41,n/a,n/a,0.994242992601855,n/a,"",613,n/a,"",20890,0.994242992601855
n/a,9,0.994555590288632,"",2009-03-11 22:05:02,jeremyscahill,n/a,0.0,"",1024,0.666666666666667,n/a,0.994555590288632,1.0,6,4781,n/a,0,22359,0.994555590288632
n/a,n/a,0.957304365947692,"",2009-12-11 11:01:29,hadeelalsh,n/a,n/a,"",332,n/a,n/a,0.957304365947692,n/a,"",693,n/a,"",2596,0.957304365947692
n/a,n/a,0.985360008335938,"",2009-03-26 12:09:23,jrug,n/a,n/a,"",478,n/a,n/a,0.985360008335938,n/a,"",1363,n/a,"",7160,0.985360008335938
n/a,n/a,0.996926122746692,"",2010-03-31 13:21:25,jonsnowC4,n/a,n/a,"",117,n/a,n/a,0.996926122746692,n/a,"",3183,n/a,"",46699,0.996926122746692
