relevant_percent_user_gets_retweeted,irrelevant_total,followers_percentile,relevant_user_gets_retweeted,created_at,screen_name,relevant_percent_original_tweets,irrelevant_percent_user_retweets,relevant_user_retweets,friends_count,irrelevant_percent_user_gets_retweeted,relevant_total,friends_percentile,irrelevant_percent_original_tweets,irrelevant_user_gets_retweeted,statuses_count,relevant_percent_user_retweets,irrelevant_user_retweets,followers_count,statuses_percentile
0.608695652173913,14,0.991403563613629,14,2009-02-23 18:08:56,Evanchill,1.0,0.0,0,147,0.428571428571429,23,0.991403563613629,1.0,6,2000,0.0,0,12601,0.991403563613629
0.608695652173913,14,0.991403563613629,14,2009-02-23 18:08:56,Evanchill,1.0,0.0,0,147,0.428571428571429,23,0.991403563613629,1.0,6,2000,0.0,0,12601,0.991403563613629
0.856410256410256,143,0.992106908408878,167,2010-10-12 13:20:38,Dima_Khatib,1.0,0.0,0,535,0.314685314685315,195,0.992106908408878,1.0,45,12998,0.0,0,14366,0.992106908408878
n/a,3,0.811399395644472,"",2009-05-27 10:04:32,ajimran,n/a,0.0,"",82,0.0,n/a,0.811425445451704,1.0,0,271,n/a,0,647,0.811425445451704
0.9,7,0.993591747421069,9,2009-03-10 13:00:00,AymanM,1.0,0.0,0,118,0.285714285714286,10,0.993591747421069,1.0,2,2316,0.0,0,18694,0.993591747421069
1.0,20,0.993956444722309,2,2009-11-25 15:35:26,nolanjazeera,1.0,0.0,0,164,0.7,2,0.993956444722309,1.0,14,1182,0.0,0,19967,0.993956444722309
n/a,n/a,0.89900489736376,"",2009-05-25 08:15:27,Marwa_Alasar,n/a,n/a,"",53,n/a,n/a,0.89900489736376,n/a,"",120,n/a,"",1250,0.89900489736376
n/a,7,0.970146920912785,"",2010-10-21 20:39:10,RawyaRageh,n/a,0.0,"",59,1.0,n/a,0.970146920912785,1.0,7,336,n/a,0,3544,0.970146920912785
n/a,2,0.989762425758049,"",2009-03-16 09:31:14,SherineT,n/a,0.0,"",169,1.0,n/a,0.989762425758049,1.0,2,1190,n/a,0,10049,0.989762425758049
0.954545454545455,4,0.940215692403876,21,2010-08-26 18:29:19,adamakary,1.0,0.0,0,41,0.25,22,0.940215692403876,1.0,1,542,0.0,0,1969,0.940215692403876
n/a,4,0.980123997082422,"",2008-04-09 22:23:15,glcarlstrom,n/a,0.0,"",407,0.5,n/a,0.980123997082422,1.0,2,9881,n/a,0,5209,0.980123997082422
1.0,61,0.975669480045848,1,2009-01-23 19:33:31,AlanFisher,1.0,0.0,0,242,0.327868852459016,1,0.975669480045848,1.0,20,11661,0.0,0,4357,0.975669480045848
0.888888888888889,98,0.934041888090028,16,2007-05-03 13:45:19,abdu,1.0,0.0,0,618,0.724489795918367,18,0.934041888090028,1.0,71,4305,0.0,0,1811,0.934041888090028
n/a,n/a,n/a,"",n/a,abdullahmussa,n/a,n/a,"",n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,2,0.987600291757841,"",2009-10-26 05:08:15,IvanCNN,n/a,0.0,"",23,1.0,n/a,0.987600291757841,1.0,2,1101,n/a,0,8374,0.987600291757841
1.0,38,0.995232885276649,8,2009-10-19 12:42:46,BenCNN,1.0,0.0,0,226,1.0,8,0.995232885276649,1.0,38,1946,0.0,0,25922,0.995232885276649
n/a,n/a,0.972725851828696,"",2008-11-11 23:14:48,arwadamonCNN,n/a,n/a,"",230,n/a,n/a,0.972725851828696,n/a,"",1425,n/a,"",3852,0.972725851828696
n/a,8,0.999426904240909,"",2008-06-24 22:37:59,AndersonCooper,n/a,0.0,"",56,1.0,n/a,0.999426904240909,1.0,8,10091,n/a,0,903832,0.999426904240909
0.5,8,0.992862352818589,1,2009-03-19 16:41:46,HalaGorani,1.0,0.0,0,394,0.75,2,0.992862352818589,1.0,6,2228,0.0,0,16589,0.992862352818589
n/a,3,0.96165468375534,"",2009-03-10 08:56:34,fpleitgenCNN,n/a,0.0,"",61,0.0,n/a,0.96165468375534,1.0,0,1598,n/a,0,2855,0.96165468375534
n/a,n/a,n/a,"",n/a,SaadAbedine,n/a,n/a,"",n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,1,0.989319579035115,"",2009-03-16 23:41:59,NicRobertsonCNN,n/a,0.0,"",44,1.0,n/a,0.989319579035115,1.0,1,489,n/a,0,9779,0.989319579035115
n/a,n/a,0.885641346254038,"",2009-03-06 19:12:45,MAFox,n/a,n/a,"",69,n/a,n/a,0.885641346254038,n/a,"",56,n/a,"",1110,0.885641346254038
0.91304347826087,10,0.986922996769824,21,2009-05-15 07:49:52,ianinegypt,1.0,0.0,0,100,0.8,23,0.986922996769824,1.0,8,1207,0.0,0,7831,0.986922996769824
n/a,n/a,0.843075961237887,"",2008-12-05 00:00:50,neilhallsworth,n/a,n/a,"",20,n/a,n/a,0.843075961237887,n/a,"",114,n/a,"",799,0.843075961237887
n/a,24,0.995024486818798,"",2008-09-06 16:00:37,edhenryCNN,n/a,0.0,"",2297,0.666666666666667,n/a,0.995024486818798,1.0,16,7131,n/a,0,24887,0.995024486818798
