relevant_percent_user_gets_retweeted,irrelevant_total,followers_percentile,relevant_user_gets_retweeted,created_at,screen_name,relevant_percent_original_tweets,irrelevant_percent_user_retweets,relevant_user_retweets,friends_count,irrelevant_percent_user_gets_retweeted,relevant_total,friends_percentile,irrelevant_percent_original_tweets,irrelevant_user_gets_retweeted,statuses_count,relevant_percent_user_retweets,irrelevant_user_retweets,followers_count,statuses_percentile
0.685714285714286,26,0.991403563613629,24,2009-02-23 18:08:56,Evanchill,1.0,0.0,0,147,0.538461538461538,35,0.991403563613629,1.0,14,2000,0.0,0,12601,0.991403563613629
0.685714285714286,26,0.991403563613629,24,2009-02-23 18:08:56,Evanchill,1.0,0.0,0,147,0.538461538461538,35,0.991403563613629,1.0,14,2000,0.0,0,12601,0.991403563613629
0.796875,62,0.992106908408878,102,2010-10-12 13:20:38,Dima_Khatib,1.0,0.0,0,535,0.306451612903226,128,0.992106908408878,1.0,19,12998,0.0,0,14366,0.992106908408878
n/a,4,0.811399395644472,"",2009-05-27 10:04:32,ajimran,n/a,0.0,"",82,0.5,n/a,0.811425445451704,1.0,2,271,n/a,0,647,0.811425445451704
1.0,5,0.993591747421069,2,2009-03-10 13:00:00,AymanM,1.0,0.0,0,118,0.2,2,0.993591747421069,1.0,1,2316,0.0,0,18694,0.993591747421069
n/a,17,0.993956444722309,"",2009-11-25 15:35:26,nolanjazeera,n/a,0.0,"",164,0.764705882352941,n/a,0.993956444722309,1.0,13,1182,n/a,0,19967,0.993956444722309
n/a,3,0.89900489736376,"",2009-05-25 08:15:27,Marwa_Alasar,n/a,0.0,"",53,0.666666666666667,n/a,0.89900489736376,1.0,2,120,n/a,0,1250,0.89900489736376
1.0,13,0.970146920912785,1,2010-10-21 20:39:10,RawyaRageh,1.0,0.0,0,59,0.846153846153846,1,0.970146920912785,1.0,11,336,0.0,0,3544,0.970146920912785
n/a,6,0.989762425758049,"",2009-03-16 09:31:14,SherineT,n/a,0.0,"",169,1.0,n/a,0.989762425758049,1.0,6,1190,n/a,0,10049,0.989762425758049
0.816666666666667,25,0.940215692403876,49,2010-08-26 18:29:19,adamakary,1.0,0.0,0,41,0.44,60,0.940215692403876,1.0,11,542,0.0,0,1969,0.940215692403876
n/a,9,0.980123997082422,"",2008-04-09 22:23:15,glcarlstrom,n/a,0.0,"",407,0.555555555555556,n/a,0.980123997082422,1.0,5,9881,n/a,0,5209,0.980123997082422
0.0,70,0.975669480045848,0,2009-01-23 19:33:31,AlanFisher,1.0,0.0,0,242,0.542857142857143,1,0.975669480045848,1.0,38,11661,0.0,0,4357,0.975669480045848
0.954545454545455,114,0.934041888090028,21,2007-05-03 13:45:19,abdu,1.0,0.0,0,618,0.763157894736842,22,0.934041888090028,1.0,87,4305,0.0,0,1811,0.934041888090028
n/a,n/a,n/a,"",n/a,abdullahmussa,n/a,n/a,"",n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,2,0.987600291757841,"",2009-10-26 05:08:15,IvanCNN,n/a,0.0,"",23,0.0,n/a,0.987600291757841,1.0,0,1101,n/a,0,8374,0.987600291757841
1.0,46,0.995232885276649,27,2009-10-19 12:42:46,BenCNN,1.0,0.0,0,226,0.956521739130435,27,0.995232885276649,1.0,44,1946,0.0,0,25922,0.995232885276649
n/a,n/a,0.972725851828696,"",2008-11-11 23:14:48,arwadamonCNN,n/a,n/a,"",230,n/a,n/a,0.972725851828696,n/a,"",1425,n/a,"",3852,0.972725851828696
n/a,n/a,0.999426904240909,"",2008-06-24 22:37:59,AndersonCooper,n/a,n/a,"",56,n/a,n/a,0.999426904240909,n/a,"",10091,n/a,"",903832,0.999426904240909
1.0,16,0.992862352818589,2,2009-03-19 16:41:46,HalaGorani,1.0,0.0,0,394,0.75,2,0.992862352818589,1.0,12,2228,0.0,0,16589,0.992862352818589
n/a,n/a,0.96165468375534,"",2009-03-10 08:56:34,fpleitgenCNN,n/a,n/a,"",61,n/a,n/a,0.96165468375534,n/a,"",1598,n/a,"",2855,0.96165468375534
n/a,n/a,n/a,"",n/a,SaadAbedine,n/a,n/a,"",n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,14,0.989319579035115,"",2009-03-16 23:41:59,NicRobertsonCNN,n/a,0.0,"",44,0.714285714285714,n/a,0.989319579035115,1.0,10,489,n/a,0,9779,0.989319579035115
n/a,n/a,0.885641346254038,"",2009-03-06 19:12:45,MAFox,n/a,n/a,"",69,n/a,n/a,0.885641346254038,n/a,"",56,n/a,"",1110,0.885641346254038
0.972222222222222,4,0.986922996769824,35,2009-05-15 07:49:52,ianinegypt,1.0,0.0,0,100,1.0,36,0.986922996769824,1.0,4,1207,0.0,0,7831,0.986922996769824
n/a,n/a,0.843075961237887,"",2008-12-05 00:00:50,neilhallsworth,n/a,n/a,"",20,n/a,n/a,0.843075961237887,n/a,"",114,n/a,"",799,0.843075961237887
n/a,50,0.995024486818798,"",2008-09-06 16:00:37,edhenryCNN,n/a,0.0,"",2297,0.82,n/a,0.995024486818798,1.0,41,7131,n/a,0,24887,0.995024486818798
n/a,n/a,0.940892987391893,"",2009-03-08 14:21:19,JamjoomCNN,n/a,n/a,"",611,n/a,n/a,0.940892987391893,n/a,"",421,n/a,"",1983,0.940892987391893
n/a,9,0.981296238407836,"",2007-03-16 15:38:22,etanowitz,n/a,0.0,"",2601,0.111111111111111,n/a,0.981296238407836,1.0,1,11177,n/a,0,5579,0.981296238407836
n/a,46,0.998853808481817,"",2010-11-16 09:37:44,piersmorgan,n/a,0.0,"",320,0.695652173913043,n/a,0.998853808481817,1.0,32,3251,n/a,0,276568,0.998853808481817
n/a,23,0.95159945816401,"",2009-01-14 21:25:44,eliselabottCNN,n/a,0.0,"",193,0.956521739130435,n/a,0.95159945816401,1.0,22,1006,n/a,0,2329,0.95159945816401
1.0,10,0.992367406481192,1,2009-06-05 16:49:34,natlsecurityCNN,1.0,0.0,0,1373,0.9,1,0.992367406481192,1.0,9,2580,0.0,0,15090,0.992367406481192
n/a,4,0.958554756694801,"",2008-12-16 10:28:35,CNNjill,n/a,0.0,"",39,0.0,n/a,0.958554756694801,1.0,0,1001,n/a,0,2657,0.958554756694801
n/a,n/a,n/a,"",n/a,barbarastarrCNN,n/a,n/a,"",n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,8,0.995389184120038,"",2009-04-09 19:03:26,johnkingCNN,n/a,0.0,"",363,0.75,n/a,0.995389184120038,1.0,6,1354,n/a,0,27652,0.995389184120038
n/a,n/a,0.928701677607586,"",2009-04-25 07:08:32,asiehCNN,n/a,n/a,"",474,n/a,n/a,0.928701677607586,n/a,"",1861,n/a,"",1675,0.928701677607586
n/a,5,0.993539647806606,"",2009-03-03 04:56:18,klustout,n/a,0.0,"",1086,0.6,n/a,0.993539647806606,1.0,3,4109,n/a,0,18247,0.993539647806606
n/a,94,0.99781181619256,"",2008-04-25 17:23:28,jaketapper,n/a,0.0,"",860,0.531914893617021,n/a,0.99781181619256,1.0,50,26609,n/a,0,88702,0.99781181619256
n/a,1,0.985854954673335,"",2009-07-12 23:31:43,DavidMuirABC,n/a,0.0,"",296,1.0,n/a,0.985854954673335,1.0,1,813,n/a,0,7275,0.985854954673335
n/a,n/a,0.997863915807023,"",2009-08-27 02:56:01,camanpour,n/a,n/a,"",26,n/a,n/a,0.997863915807023,n/a,"",1301,n/a,"",94194,0.997863915807023
n/a,3,0.989996874023132,"",2009-04-20 13:44:11,BillWeirABC,n/a,0.0,"",224,0.666666666666667,n/a,0.989996874023132,1.0,2,847,n/a,0,10325,0.989996874023132
n/a,11,0.993904345107846,"",2009-02-21 12:58:45,LaraABCNews,n/a,0.0,"",1030,0.636363636363636,n/a,0.993904345107846,1.0,7,2650,n/a,0,19809,0.993904345107846
n/a,147,0.995206835469418,"",2009-10-29 19:21:20,ABCWorldNews,n/a,0.0,"",136,0.571428571428571,n/a,0.995206835469418,1.0,84,6420,n/a,0,25882,0.995206835469418
n/a,1,0.875481921433781,"",2009-08-04 15:44:03,KiritRadia_ABC,n/a,0.0,"",229,0.0,n/a,0.875481921433781,1.0,0,395,n/a,0,1021,0.875481921433781
n/a,7,0.982572678962176,"",2009-01-16 21:26:41,michaelluo,n/a,0.0,"",798,0.285714285714286,n/a,0.982572678962176,1.0,2,2671,n/a,0,5909,0.982572678962176
0.0,28,0.920079191413984,0,2009-03-31 19:10:28,MarquardtA,1.0,0.0,0,366,0.214285714285714,2,0.920079191413984,1.0,6,229,0.0,0,1521,0.920079191413984
n/a,2,0.988043138480775,"",2010-01-25 17:34:39,bbclysedoucet,n/a,0.0,"",253,0.5,n/a,0.988043138480775,1.0,1,1569,n/a,0,8653,0.988043138480775
n/a,19,0.996821923517766,"",2008-04-24 18:41:42,brianstelter,n/a,0.0,"",1570,0.526315789473684,n/a,0.996821923517766,1.0,10,14705,n/a,0,41984,0.996821923517766
n/a,n/a,0.994242992601855,"",2009-06-15 20:40:51,richardengelNBC,n/a,n/a,"",41,n/a,n/a,0.994242992601855,n/a,"",613,n/a,"",20890,0.994242992601855
1.0,90,0.994555590288632,1,2009-03-11 22:05:02,jeremyscahill,1.0,0.0,0,1024,0.655555555555556,1,0.994555590288632,1.0,59,4781,0.0,0,22359,0.994555590288632
0.384615384615385,4,0.957304365947692,5,2009-12-11 11:01:29,hadeelalsh,1.0,0.0,0,332,0.75,13,0.957304365947692,1.0,3,693,0.0,0,2596,0.957304365947692
n/a,9,0.985360008335938,"",2009-03-26 12:09:23,jrug,n/a,0.0,"",478,1.0,n/a,0.985360008335938,1.0,9,1363,n/a,0,7160,0.985360008335938
0.0,11,0.996926122746692,0,2010-03-31 13:21:25,jonsnowC4,1.0,0.0,0,117,0.454545454545455,1,0.996926122746692,1.0,5,3183,0.0,0,46699,0.996926122746692
0.941176470588235,3,0.954647285610086,16,2008-05-23 11:05:03,hackneylad,1.0,0.0,0,220,0.333333333333333,17,0.954647285610086,1.0,1,196,0.0,0,2478,0.954647285610086
0.75,39,0.985333958528707,57,2009-04-20 11:32:50,Ssirgany,1.0,0.0,0,387,0.641025641025641,76,0.985333958528707,1.0,25,7158,0.0,0,7131,0.985333958528707
n/a,95,0.854928623528186,"",2009-07-03 16:32:47,jaredbkeller,n/a,0.0,"",561,0.210526315789474,n/a,0.854928623528186,1.0,20,4269,n/a,0,872,0.854928623528186
n/a,3,0.873971032614359,"",2010-03-22 17:54:07,TamerELG,n/a,0.0,"",618,0.0,n/a,0.873944982807127,1.0,0,1003,n/a,0,1010,0.873944982807127
n/a,3,0.877722204855684,"",2009-01-12 12:27:27,MohammedY,n/a,0.0,"",174,0.666666666666667,n/a,0.877722204855684,1.0,2,2666,n/a,0,1039,0.877722204855684
1.0,7,0.49945295404814,1,2010-01-20 15:45:44,zeinja,1.0,0.0,0,260,0.0,1,0.49945295404814,1.0,0,393,0.0,0,112,0.49945295404814
0.791666666666667,26,0.940919037199125,19,2009-07-30 09:12:18,ashrafkhalil,1.0,0.0,0,107,0.615384615384615,24,0.940919037199125,1.0,16,657,0.0,0,1984,0.940919037199125
n/a,2,0.839246639574867,"",2009-01-26 10:36:12,RanjAlaaldin,n/a,0.0,"",95,0.5,n/a,0.839220589767636,1.0,1,614,n/a,0,781,0.839220589767636
n/a,5,0.766333229134104,"",2010-02-17 16:49:38,Munashik,n/a,0.0,"",136,0.0,n/a,0.766307179326873,1.0,0,934,n/a,0,493,0.766307179326873
1.0,178,0.989345628842347,3,2010-01-10 15:18:42,rassdwehda,1.0,0.0,0,10,0.724719101123595,3,0.989345628842347,1.0,129,9963,0.0,0,9781,0.989345628842347
n/a,9,0.968688131707825,"",2008-09-03 06:54:28,AzmatZahra,n/a,0.0,"",860,0.333333333333333,n/a,0.968688131707825,1.0,3,2657,n/a,0,3394,0.968688131707825
0.8,51,0.879910388663124,4,2008-04-07 09:18:44,jmayton,1.0,0.0,0,189,0.352941176470588,5,0.879910388663124,1.0,18,9570,0.0,0,1060,0.879910388663124
