relevant_total,followers_count,irrelevant_percent_user_gets_retweeted,statuses_percentile,followers_percentile,irrelevant_percent_original_tweets,created_at,relevant_percent_user_retweets,screen_name,irrelevant_total,relevant_percent_user_gets_retweeted,friends_count,relevant_percent_original_tweets,friends_percentile,irrelevant_percent_user_retweets,statuses_count
33,n/a,0.676646706586826,n/a,n/a,1.0,n/a,0.0,glcarlstrom,167,1.0,n/a,1.0,n/a,0.0,n/a
15,4004,0.475675675675676,0.977551247771836,0.97754999721464,0.686486486486486,2009-01-23 19:33:31,0.533333333333333,AlanFisher,185,0.466666666666667,236,0.466666666666667,0.97754999721464,0.313513513513514,11532
40,1686,0.2875,0.936302361853832,0.936298813436577,0.3625,2007-05-03 13:45:19,0.8,abdu,160,0.15,616,0.2,0.936298813436577,0.6375,4186
"",n/a,"",n/a,n/a,"",n/a,"",abdullahmussa,"","",n/a,"",n/a,"",n/a
2,6071,0.712121212121212,0.986324643493761,0.986323881677901,0.909090909090909,2009-10-26 05:08:15,1.0,IvanCNN,198,0.0,23,0.0,0.986323881677901,0.0909090909090909,1071
"",0,"",0.0882352941176471,0.0563478357751658,"",2009-10-19 12:42:46,"",BenCNN,"","",0,"",0.0882402094590831,"",1699
"",n/a,"",n/a,n/a,"",n/a,"",arwadamonCNN,"","",n/a,"",n/a,"",n/a
8,n/a,0.921875,n/a,n/a,0.984375,n/a,0.125,AndersonCooper,192,0.75,n/a,0.875,n/a,0.015625,n/a
7,0,0.787564766839378,0.0938892602495544,0.0622527992869478,0.917098445595855,2009-03-19 16:41:46,0.142857142857143,HalaGorani,193,0.714285714285714,0,0.857142857142857,0.0938944905576291,0.0829015544041451,2178
64,n/a,0.205882352941176,n/a,n/a,0.816176470588235,n/a,0.03125,fpleitgenCNN,136,0.9375,n/a,0.96875,n/a,0.183823529411765,n/a
5,n/a,0.261538461538462,n/a,n/a,0.892307692307692,n/a,1.0,SaadAbedine,195,0.0,n/a,0.0,n/a,0.107692307692308,n/a
99,n/a,0.811881188118812,n/a,n/a,1.0,n/a,0.0,NicRobertsonCNN,101,0.98989898989899,n/a,1.0,n/a,0.0,n/a
0,n/a,0.130434782608696,n/a,n/a,1.0,n/a,NaN,MAFox,46,NaN,n/a,NaN,n/a,0.0,n/a
157,6593,0.488372093023256,0.987410873440285,0.987410172135257,0.581395348837209,2009-05-15 07:49:52,0.0318471337579618,ianinegypt,43,0.955414012738854,97,0.968152866242038,0.987410172135257,0.418604651162791,1155
1,n/a,0.170212765957447,n/a,n/a,1.0,n/a,0.0,neilhallsworth,94,1.0,n/a,1.0,n/a,0.0,n/a
12,24698,0.609625668449198,0.996852718360071,0.996852543033814,0.850267379679144,2008-09-06 16:00:37,0.0833333333333333,edhenryCNN,187,0.75,2294,0.916666666666667,0.996852543033814,0.149732620320856,7126
3,n/a,0.218274111675127,n/a,n/a,0.817258883248731,n/a,1.0,JamjoomCNN,197,0.0,n/a,0.0,n/a,0.182741116751269,n/a
8,n/a,0.192708333333333,n/a,n/a,0.901041666666667,n/a,0.0,etanowitz,192,0.625,n/a,1.0,n/a,0.0989583333333333,n/a
8,n/a,0.703125,n/a,n/a,0.880208333333333,n/a,0.375,piersmorgan,192,0.625,n/a,0.625,n/a,0.119791666666667,n/a
1,0,0.492462311557789,0.168114973262032,0.153946855328394,0.869346733668342,2009-01-14 21:25:44,1.0,eliselabottCNN,199,0.0,0,0.0,0.168124338476965,0.130653266331658,870
12,n/a,0.765957446808511,n/a,n/a,0.824468085106383,n/a,0.666666666666667,natlsecurityCNN,188,0.333333333333333,n/a,0.333333333333333,n/a,0.175531914893617,n/a
0,n/a,0.365,n/a,n/a,0.975,n/a,NaN,CNNjill,200,NaN,n/a,NaN,n/a,0.025,n/a
"",n/a,"",n/a,n/a,"",n/a,"",barbarastarrCNN,"","",n/a,"",n/a,"",n/a
11,n/a,0.703703703703704,n/a,n/a,0.952380952380952,n/a,0.0,johnkingCNN,189,1.0,n/a,1.0,n/a,0.0476190476190476,n/a
4,n/a,0.209183673469388,n/a,n/a,0.959183673469388,n/a,0.0,asiehCNN,196,0.25,n/a,1.0,n/a,0.0408163265306122,n/a
10,18194,0.705263157894737,0.995682932263815,0.995682691772046,0.963157894736842,2009-03-03 04:56:18,0.0,klustout,190,0.8,1087,1.0,0.995682691772046,0.0368421052631579,4105
4,n/a,0.566326530612245,n/a,n/a,1.0,n/a,0.0,jaketapper,196,1.0,n/a,1.0,n/a,0.0,n/a
0,n/a,0.665,n/a,n/a,0.87,n/a,NaN,DavidMuirABC,200,NaN,n/a,NaN,n/a,0.13,n/a
1,n/a,1.0,n/a,n/a,1.0,n/a,0.0,camanpour,199,1.0,n/a,1.0,n/a,0.0,n/a
1,10249,0.50251256281407,0.992758467023173,0.992758063617626,0.804020100502513,2009-04-20 13:44:11,0.0,BillWeirABC,199,1.0,220,1.0,0.992758063617626,0.195979899497487,829
4,18229,0.887755102040816,0.995710784313726,0.995710545373517,0.989795918367347,2009-02-21 12:58:45,0.0,LaraABCNews,196,1.0,1027,1.0,0.995710545373517,0.0102040816326531,2591
3,n/a,0.543147208121827,n/a,n/a,0.761421319796954,n/a,0.0,ABCWorldNews,197,1.0,n/a,1.0,n/a,0.238578680203046,n/a
3,0,0.3248730964467,0.220922459893048,0.206868698122667,0.847715736040609,2009-08-04 15:44:03,0.666666666666667,KiritRadia_ABC,197,0.333333333333333,0,0.333333333333333,0.220934766865356,0.152284263959391,384
0,n/a,0.375,n/a,n/a,0.985,n/a,NaN,michaelluo,200,NaN,n/a,NaN,n/a,0.015,n/a
3,1484,0.289340101522843,0.925356506238859,0.925352348058604,0.974619289340102,2009-03-31 19:10:28,0.0,MarquardtA,197,0.333333333333333,365,1.0,0.925352348058604,0.0253807106598985,229
53,7129,0.408163265306122,0.988497103386809,0.988496462592613,0.775510204081633,2010-01-25 17:34:39,0.113207547169811,bbclysedoucet,147,0.867924528301887,252,0.886792452830189,0.988496462592613,0.224489795918367,1469
3,0,0.66497461928934,0.164717023172905,0.180212801515236,1.0,2008-04-24 18:41:42,0.0,brianstelter,197,1.0,0,1.0,0.164726199097543,0.0,14534
58,0,0.492957746478873,0.106144162210339,0.107124951256197,0.985915492957746,2009-06-15 20:40:51,0.0,richardengelNBC,142,1.0,0,1.0,0.106150075204724,0.0140845070422535,546
11,22152,0.619047619047619,0.996462789661319,0.996462592613225,0.989417989417989,2009-03-11 22:05:02,0.0,jeremyscahill,189,0.636363636363636,1022,1.0,0.996462592613225,0.0105820105820106,4772
105,1396,0.168421052631579,0.919674688057041,0.919670213358587,0.8,2009-12-11 11:01:29,0.0380952380952381,hadeelalsh,95,0.752380952380952,330,0.961904761904762,0.919670213358587,0.2,634
78,2714,0.877049180327869,0.964405080213904,0.964403097320484,0.89344262295082,2009-03-26 12:09:23,0.0256410256410256,jrug,122,0.961538461538462,465,0.974358974358974,0.964403097320484,0.10655737704918,1062
12,n/a,0.5,n/a,n/a,0.941489361702128,n/a,0.0833333333333333,jonsnowC4,188,0.833333333333333,n/a,0.916666666666667,n/a,0.0585106382978723,n/a
36,2162,0.50354609929078,0.953125,0.953122388724862,0.943262411347518,2008-05-23 11:05:03,0.0833333333333333,hackneylad,141,0.861111111111111,216,0.916666666666667,0.953122388724862,0.0567375886524823,172
94,4590,0.735849056603774,0.980475713012478,0.98047462536906,0.773584905660377,2009-04-20 11:32:50,0.0425531914893617,Ssirgany,106,0.925531914893617,384,0.957446808510638,0.98047462536906,0.226415094339623,6980
9,848,0.0471204188481675,0.864388368983957,0.864380814439307,0.790575916230366,2009-07-03 16:32:47,0.333333333333333,jaredbkeller,191,0.0,557,0.666666666666667,0.864380814439307,0.209424083769634,4200
14,555,0.135135135135135,0.804729278074866,0.804718400089132,0.794594594594595,2010-03-22 17:54:07,0.214285714285714,TamerELG,185,0.357142857142857,615,0.785714285714286,0.804718400089132,0.205405405405405,926
20,826,0.277777777777778,0.861185383244207,0.86117765027018,0.616666666666667,2009-01-12 12:27:27,0.7,MohammedY,180,0.15,171,0.3,0.86117765027018,0.383333333333333,2536
26,0,0.0459770114942529,0.0507742869875223,0.0760681856164002,0.758620689655172,2010-01-20 15:45:44,0.192307692307692,zeinja,174,0.153846153846154,0,0.807692307692308,0.0507771154810317,0.241379310344828,332
61,1297,0.489208633093525,0.912043226381462,0.912038326555624,0.575539568345324,2009-07-30 09:12:18,0.344262295081967,ashrafkhalil,139,0.639344262295082,104,0.655737704918033,0.912038326555624,0.424460431654676,563
6,n/a,0.195876288659794,n/a,n/a,0.850515463917526,n/a,0.5,RanjAlaaldin,194,0.166666666666667,n/a,0.5,n/a,0.149484536082474,n/a
1,n/a,0.130653266331658,n/a,n/a,0.904522613065327,n/a,0.0,Munashik,199,0.0,n/a,1.0,n/a,0.0954773869346734,n/a
128,8563,0.791666666666667,0.990780971479501,0.990780457913208,0.833333333333333,2010-01-10 15:18:42,0.015625,rassdwehda,72,0.9765625,6,0.984375,0.990780457913208,0.166666666666667,9519
0,n/a,0.36,n/a,n/a,0.83,n/a,NaN,AzmatZahra,200,NaN,n/a,NaN,n/a,0.17,n/a
30,1000,0.247058823529412,0.884358288770054,0.884379700295248,0.605882352941177,2008-04-07 09:18:44,0.9,jmayton,170,0.0333333333333333,188,0.1,0.884351846693778,0.394117647058824,9372
23,n/a,0.88135593220339,n/a,n/a,1.0,n/a,0.0,suthichai,177,0.826086956521739,n/a,1.0,n/a,0.0,n/a
0,0,0.78,0.128258689839572,0.147178430171021,0.8,2008-10-27 19:14:53,NaN,NickKristof,200,NaN,0,NaN,0.128265834772436,0.2,3581
12,0,0.265957446808511,0.116588680926916,0.117570051807699,0.75,2009-06-27 15:10:30,0.333333333333333,lizzieohreally,188,0.333333333333333,0,0.666666666666667,0.116595175756225,0.25,9863
6,n/a,0.835051546391753,n/a,n/a,0.88659793814433,n/a,0.0,katiecouric,194,1.0,n/a,1.0,n/a,0.11340206185567,n/a
0,n/a,0.0701754385964912,n/a,n/a,0.807017543859649,n/a,NaN,ginamariepace,114,NaN,n/a,NaN,n/a,0.192982456140351,n/a
16,8408,0.309782608695652,0.990558155080214,0.990557629101443,0.516304347826087,2008-08-25 05:48:54,0.8125,attackerman,184,0.125,496,0.1875,0.990557629101443,0.483695652173913,9720
2,n/a,0.0454545454545455,n/a,n/a,0.984848484848485,n/a,0.0,melissamoon3,198,0.0,n/a,1.0,n/a,0.0151515151515152,n/a
4,n/a,0.73469387755102,n/a,n/a,0.897959183673469,n/a,0.0,KeithOlbermann,196,1.0,n/a,1.0,n/a,0.102040816326531,n/a
2,n/a,0.838383838383838,n/a,n/a,0.838383838383838,n/a,1.0,maddow,198,0.0,n/a,0.0,n/a,0.161616161616162,n/a
11,n/a,0.703703703703704,n/a,n/a,0.952380952380952,n/a,0.0,JohnKingCNN,189,1.0,n/a,1.0,n/a,0.0476190476190476,n/a
0,0,0.995,0.0907141265597148,0.0588268063060554,1.0,2009-06-12 20:47:01,NaN,SultanAlQassemi,200,NaN,0,NaN,0.0907191799899727,0.0,8421
6,20690,0.963917525773196,0.996212121212121,0.996211910199989,1.0,2008-09-04 00:35:38,0.0,sharifkouddous,194,0.833333333333333,355,1.0,0.996211910199989,0.0,1375
131,n/a,0.608695652173913,n/a,n/a,1.0,n/a,0.0,speak2tweet,69,0.748091603053435,n/a,1.0,n/a,0.0,n/a
22,n/a,0.98876404494382,n/a,n/a,0.99438202247191,n/a,0.0,jan25voices,178,1.0,n/a,1.0,n/a,0.00561797752808989,n/a
196,0,1.0,0.243566176470588,0.260319759344883,1.0,2011-01-27 00:29:47,0.00510204081632653,jan25live,4,0.918367346938776,0,0.994897959183674,0.243579744861011,0.0,1485
